Order,Product,Quantity,Length,Width,Height,Weight
66698,70696,20,387,227,151,10.382
66698,97248,10,225,225,180,5.19
66698,13429,6,378,198,89,6.423
66698,25366,20,300,160,216,9.135
66698,34894,12,378,191,115,7.506
66698,27470,5,196,196,103,2.364
66698,87191,3,193,378,318,9.5
66698,38661,2,295,227,170,5.38
66698,58234,10,149,239,137,3.25
66698,75315,22,293,293,192,10.383
66698,72622,40,300,160,216,10.49
66698,68231,13,385,160,215,10.727
66698,79218,6,266,199,220,7.927
66698,62538,3,244,164,274,5.811
66698,62174,6,300,160,216,8.664
66698,40304,2,385,110,35,10.473
66698,97859,5,300,160,216,10.025
66698,30267,6,300,205,125,3.545
66698,58540,15,211,230,264,12.234
66698,55032,12,397,397,207,7.067
66698,36015,40,300,160,216,9.197
66698,34977,1,225,225,180,5.19
66698,69750,2,130,194,290,6.144
66698,44647,60,300,160,216,8.741
66698,64393,4,263,221,253,8.815
66698,58648,20,300,160,216,10.229
66698,35003,54,266,130,143,2.576
66698,72412,1,300,205,125,3.545
66698,75367,22,293,293,192,10.383
66698,75023,6,244,164,274,5.811
66698,47782,20,300,160,210,9.129
66698,87811,1,335,250,264,14.881
66698,56431,12,378,191,115,7.186
66698,30470,40,300,160,210,9.081
66698,84132,20,300,160,216,8.811
66698,35802,27,266,130,143,2.338
66698,85667,60,300,160,216,10.238
66698,92248,2,293,293,192,10.383
66698,73067,20,300,160,216,10.439
66698,88941,8,300,160,216,10.601
66698,55762,16,291,196,139,6.312
66698,96753,20,300,160,216,8.784
66698,99769,1,300,160,216,8.569
66698,40441,40,300,160,216,8.757
66698,89810,36,378,191,115,7.106
66698,15655,1,211,230,264,12.07
66698,94364,24,295,260,170,10.471
66698,57007,10,244,164,274,6.06
66698,27762,16,291,196,139,6.312
66698,30294,1,378,198,89,6.433
66698,98940,21,244,164,274,5.811
66698,68475,1,196,196,103,2.464
66698,16118,40,300,160,216,8.939
66698,84243,20,300,158,220,9.255
66698,98774,2,155,125,150,1.957
66698,28862,20,300,160,216,8.953
66698,72128,4,381,136,109,5.686
66698,39563,10,149,239,137,3.25
66698,38243,20,300,160,216,9.861
66698,73852,11,293,293,192,10.383
66698,37644,40,300,160,216,9.924
66698,47843,48,291,196,139,6.162
66698,30471,27,266,130,143,2.338
66698,89149,1,211,230,264,12.569
66698,62189,1,378,198,89,6.42
66698,99937,4,290,160,215,8.628
66698,72787,6,378,198,89,6.412
66698,44665,1,378,198,89,6.471
66698,77414,4,225,225,180,5.19
66698,37716,15,263,221,253,9.415
66698,13229,25,149,239,137,3.25
66698,68305,16,405,271,164,13.646
66698,63098,12,260,295,170,10.473
66698,90431,1,244,164,274,5.811
66698,82378,36,130,194,290,6.053
66698,55831,20,300,160,212,10.144
66698,59155,10,160,160,111,1.781
66698,33889,12,378,191,115,7.266
66698,44664,18,225,225,180,5.19
66698,71507,15,211,230,264,12.126
66698,47077,36,225,225,180,5.19
66698,79723,1,378,198,89,6.435
66698,18963,20,300,160,216,8.741
66698,59632,54,266,130,143,2.424
66698,33944,40,300,160,210,9.289
66698,61866,1,300,158,220,8.838
66698,35794,1,378,198,89,6.394
18647,76723,10,331,252,281,12.638
18647,35794,1,378,198,89,6.394
18647,83254,2,331,252,281,12.643
30252,79723,1,378,198,89,6.435
30252,63719,1,300,160,216,8.928
30252,35794,1,378,198,89,6.394
30252,49050,1,300,160,210,9.059
30252,33960,3,331,252,281,12.601
30252,76723,22,331,252,281,12.638
30252,46392,8,331,252,281,12.611
30252,91314,10,335,250,264,14.865
30252,20647,1,331,252,281,12.637
30252,23406,1,378,191,115,7.266
30252,87811,1,335,250,264,14.881
30252,57317,2,335,250,264,14.614
30252,25347,2,335,250,264,14.812
30252,36148,10,300,160,216,8.831
30252,99769,5,300,160,216,8.569
30252,30470,5,300,160,210,9.081
30252,20366,1,378,198,89,6.418
30252,72787,4,378,198,89,6.412
30252,37019,20,331,252,281,12.601
30252,80886,2,300,160,216,8.509
30252,30294,2,378,198,89,6.433
30252,74349,1,331,252,281,12.601
30252,61772,5,335,250,264,14.708
30252,71507,5,211,230,264,12.126
91585,29322,10,331,252,281,12.589
91585,56746,8,331,252,281,12.589
91585,92885,1,364,195,216,12.947
91585,12818,18,300,160,210,9.065
32787,70227,2,211,230,264,12.218
32787,62538,3,244,164,274,5.811
32787,64393,2,263,221,253,8.815
32787,75024,2,244,164,274,5.811
32787,54381,3,244,164,274,6.111
32787,23406,5,378,191,115,7.266
32787,89429,8,211,230,264,12.25
32787,68231,2,385,160,215,10.727
32787,25209,10,244,164,274,5.811
32787,17542,4,225,225,180,5.186
32787,90431,1,244,164,274,5.811
32787,22798,2,130,194,290,6.108
32787,57942,35,225,225,199,5.219
32787,23395,1,225,225,180,5.69
32787,88772,2,225,225,180,5.19
32787,69750,1,130,194,290,6.144
32787,58540,3,211,230,264,12.234
32787,75023,6,244,164,274,5.811
32787,43061,9,390,256,210,5.5
32787,28862,3,300,160,216,8.953
32787,55032,1,397,397,207,7.067
32787,86799,48,266,266,266,10.369
32787,40304,12,385,110,35,10.473
32787,99221,5,225,225,180,5.19
32787,85467,10,160,160,111,1.781
32787,52454,18,225,225,180,5.19
32787,87555,1,244,164,274,5.811
90771,55032,12,397,397,207,7.067
90771,24883,40,300,160,216,10.3
90771,74513,25,149,239,137,3.25
90771,62174,20,300,160,216,8.664
90771,33889,12,378,191,115,7.266
90771,97248,70,225,225,180,5.19
90771,35003,81,266,130,143,2.576
90771,25790,1,266,130,143,2.624
90771,88772,7,225,225,180,5.19
90771,62189,1,378,198,89,6.42
90771,85667,10,300,160,216,10.238
90771,87811,3,335,250,264,14.881
90771,39568,40,300,160,216,10.453
90771,72628,12,130,194,290,6.113
90771,47077,36,225,225,180,5.19
90771,95137,10,149,239,137,3.25
90771,12223,18,266,199,220,7.905
90771,56431,12,378,191,115,7.186
90771,25366,20,300,160,216,9.135
90771,46392,1,331,252,281,12.611
90771,61439,4,266,266,266,10.369
90771,55831,20,300,160,212,10.144
90771,72412,2,300,205,125,3.545
90771,70696,10,387,227,151,10.382
90771,89810,36,378,191,115,7.106
90771,99769,20,300,160,216,8.569
90771,10772,36,225,225,180,5.19
90771,58234,6,149,239,137,3.25
90771,10122,2,381,136,109,5.398
90771,34894,12,378,191,115,7.506
90771,95520,36,130,194,290,6.226
90771,72787,6,378,198,89,6.412
90771,59632,27,266,130,143,2.424
90771,30665,4,378,198,89,6.423
90771,79218,10,266,199,220,7.927
90771,96753,20,300,160,216,8.784
90771,57007,21,244,164,274,6.06
90771,27535,20,300,160,216,8.764
90771,39563,10,149,239,137,3.25
90771,30470,40,300,160,210,9.081
90771,34299,9,130,194,290,6.026
90771,63098,12,260,295,170,10.473
90771,40943,54,224,224,192,5.199
90771,84132,20,300,160,216,8.811
90771,30267,2,300,205,125,3.545
90771,25895,5,300,160,216,10.142
90771,37644,40,300,160,216,9.924
90771,18963,20,300,160,216,8.741
90771,12664,1,364,195,216,12.899
90771,44664,18,225,225,180,5.19
90771,68475,24,196,196,103,2.464
90771,23395,3,225,225,180,5.69
90771,72622,20,300,160,216,10.49
90771,38243,20,300,160,216,9.861
90771,25209,21,244,164,274,5.811
90771,62538,1,244,164,274,5.811
90771,87191,6,193,378,318,9.5
90771,68305,16,405,271,164,13.646
90771,26650,24,225,225,180,5.19
90771,75367,22,293,293,192,10.383
90771,35794,1,378,198,89,6.394
90771,28862,20,300,160,216,8.953
90771,37019,3,331,252,281,12.601
90771,35802,12,266,130,143,2.338
90771,97859,6,300,160,216,10.025
90771,13229,25,149,239,137,3.25
90771,99937,3,290,160,215,8.628
90771,84243,20,300,158,220,9.255
90771,19741,2,244,164,274,5.811
90771,36798,18,225,225,180,5.19
90771,40441,20,300,160,216,8.757
90771,20366,2,378,198,89,6.418
90771,89149,15,211,230,264,12.569
90771,30294,1,378,198,89,6.433
90771,73067,2,300,160,216,10.439
90771,25945,10,387,227,151,10.382
90771,93537,3,266,199,220,7.795
90771,46646,40,300,160,216,10.253
90771,55762,16,291,196,139,6.312
90771,71507,5,211,230,264,12.126
90771,27470,10,196,196,103,2.364
90771,85467,1,160,160,111,1.781
90771,66597,4,300,160,216,10.146
90771,15655,15,211,230,264,12.07
90771,73852,11,293,293,192,10.383
90771,99221,18,225,225,180,5.19
86539,57007,21,244,164,274,6.06
86539,77414,6,225,225,180,5.19
86539,26650,18,225,225,180,5.19
86539,97248,36,225,225,180,5.19
86539,43061,2,390,256,210,5.5
86539,16118,1,300,160,216,8.939
86539,58540,1,211,230,264,12.234
86539,85467,4,160,160,111,1.781
86539,89429,3,211,230,264,12.25
86539,17542,8,225,225,180,5.186
86539,66597,10,300,160,216,10.146
86539,92248,5,293,293,192,10.383
86539,84132,20,300,160,216,8.811
86539,55762,2,291,196,139,6.312
86539,69750,10,130,194,290,6.144
86539,40943,36,224,224,192,5.199
86539,44647,6,300,160,216,8.741
86539,87191,4,193,378,318,9.5
86539,47077,10,225,225,180,5.19
86539,18967,10,160,160,111,1.781
86539,34299,6,130,194,290,6.026
86539,28862,4,300,160,216,8.953
86539,27470,1,196,196,103,2.364
86539,43746,1,300,160,216,8.757
86539,25209,2,244,164,274,5.811
86539,53900,12,130,194,290,6.278
86539,35003,27,266,130,143,2.576
86539,12595,10,331,252,281,12.591
86539,57942,20,225,225,199,5.219
86539,68231,1,385,160,215,10.727
86539,74513,2,149,239,137,3.25
86539,15655,1,211,230,264,12.07
86539,75315,11,293,293,192,10.383
86539,40441,20,300,160,216,8.757
86539,55032,1,397,397,207,7.067
86539,39568,5,300,160,216,10.453
86539,47843,3,291,196,139,6.162
86539,24883,51,300,160,216,10.3
86539,63719,3,300,160,216,8.928
86539,88772,2,225,225,180,5.19
86539,25895,5,300,160,216,10.142
86539,89149,1,211,230,264,12.569
86539,46392,1,331,252,281,12.611
86539,82378,15,130,194,290,6.053
34280,70696,2,387,227,151,10.382
34280,23395,2,225,225,180,5.69
34280,90431,3,244,164,274,5.811
34280,15655,8,211,230,264,12.07
34280,82378,8,130,194,290,6.053
34280,48534,4,225,225,180,5.19
34280,35003,3,266,130,143,2.576
34280,72217,22,293,293,192,10.383
34280,52454,8,225,225,180,5.19
34280,47077,8,225,225,180,5.19
34280,75367,2,293,293,192,10.383
34280,73852,11,293,293,192,10.383
34280,25895,2,300,160,216,10.142
34280,63098,5,260,295,170,10.473
34280,87555,1,244,164,274,5.811
34280,66597,4,300,160,216,10.146
34280,59155,1,160,160,111,1.781
34280,37716,2,263,221,253,9.415
34280,47049,22,293,293,192,10.383
34280,69750,10,130,194,290,6.144
34280,28862,3,300,160,216,8.953
34280,43061,27,390,256,210,5.5
34280,25209,2,244,164,274,5.811
34280,62538,4,244,164,274,5.811
34280,18967,10,160,160,111,1.781
34280,49668,3,270,270,300,10.584
34280,84979,3,266,266,266,10.369
34280,58540,1,211,230,264,12.234
34280,75315,6,293,293,192,10.383
34280,24475,1,364,195,216,13.091
34280,86799,24,266,266,266,10.369
34280,68231,1,385,160,215,10.727
34280,61439,1,266,266,266,10.369
34280,68305,5,405,271,164,13.646
34280,10772,10,225,225,180,5.19
34280,68475,1,196,196,103,2.464
34280,40441,4,300,160,216,8.757
34280,99221,18,225,225,180,5.19
34280,71507,1,211,230,264,12.126
34280,19741,1,244,164,274,5.811
34280,87191,2,193,378,318,9.5
34280,35802,3,266,130,143,2.338
34280,27470,20,196,196,103,2.364
34280,80886,2,300,160,216,8.509
34280,74513,10,149,239,137,3.25
34280,22798,2,130,194,290,6.108
33367,27470,24,196,196,103,2.364
51771,56796,2,244,164,274,5.811
51771,75023,21,244,164,274,5.811
51771,25209,21,244,164,274,5.811
51771,19741,21,244,164,274,5.811
51771,55032,5,397,397,207,7.067
51771,13468,5,244,164,274,6.111
51771,98940,4,244,164,274,5.811
51771,25895,1,300,160,216,10.142
51771,75024,4,244,164,274,5.811
51771,41578,12,230,194,314,9.526
51771,57942,20,225,225,199,5.219
51771,68231,2,385,160,215,10.727
51771,40441,1,300,160,216,8.757
51771,18967,2,160,160,111,1.781
51771,87555,21,244,164,274,5.811
51771,25016,1,364,195,216,12.935
51771,57007,1,244,164,274,6.06
51771,90431,1,244,164,274,5.811
51771,61439,1,266,266,266,10.369
51771,95850,1,295,260,170,10.471
87411,87191,1,193,378,318,9.5
87411,38243,40,300,160,216,9.861
87411,73067,20,300,160,216,10.439
87411,24475,12,364,195,216,13.091
87411,72412,12,300,205,125,3.545
87411,55831,20,300,160,212,10.144
87411,27470,24,196,196,103,2.364
87411,58234,1,149,239,137,3.25
87411,39568,20,300,160,216,10.453
87411,80886,20,300,160,216,8.509
87411,43746,40,300,160,216,8.757
87411,25895,20,300,160,216,10.142
87411,80416,20,300,160,216,10.042
87411,69734,1,266,199,220,7.9
87411,72622,20,300,160,216,10.49
87411,85667,10,300,160,216,10.238
87411,44647,20,300,160,216,8.741
87411,99769,2,300,160,216,8.569
87411,57942,3,225,225,199,5.219
87411,63719,20,300,160,216,8.928
87411,33944,7,300,160,210,9.289
87411,40304,12,385,110,35,10.473
87411,37644,40,300,160,216,9.924
87411,83254,10,331,252,281,12.643
87411,94364,12,295,260,170,10.471
87411,35003,27,266,130,143,2.576
87411,22798,36,130,194,290,6.108
87411,74258,7,244,164,274,6.06
87411,64393,5,263,221,253,8.815
87411,17542,36,225,225,180,5.186
87411,37716,8,263,221,253,9.415
87411,65420,1,331,252,281,12.611
87411,99221,18,225,225,180,5.19
87411,21944,11,293,293,192,10.383
87411,96753,20,300,160,216,8.784
87411,55762,16,291,196,139,6.312
87411,62174,20,300,160,216,8.664
87411,92248,11,293,293,192,10.383
87411,30267,6,300,205,125,3.545
87411,30471,27,266,130,143,2.338
87411,82378,1,130,194,290,6.053
87411,71507,15,211,230,264,12.126
87411,95137,25,149,239,137,3.25
87411,38661,1,295,227,170,5.38
87411,56431,12,378,191,115,7.186
87411,59944,1,295,260,170,10.471
87411,37019,9,331,252,281,12.601
87411,57007,21,244,164,274,6.06
87411,40441,20,300,160,216,8.757
87411,33960,10,331,252,281,12.601
87411,46064,35,156,156,175,3.274
87411,30470,20,300,160,210,9.081
87411,23079,5,300,160,216,8.876
87411,76440,2,224,224,192,5.199
87411,15655,1,211,230,264,12.07
87411,72628,36,130,194,290,6.113
28008,35802,12,266,130,143,2.338
28008,36015,40,300,160,216,9.197
28008,62174,20,300,160,216,8.664
28008,89429,15,211,230,264,12.25
28008,35003,108,266,130,143,2.576
28008,47077,36,225,225,180,5.19
28008,37644,40,300,160,216,9.924
28008,87191,1,193,378,318,9.5
28008,27535,20,300,160,216,8.764
28008,70227,15,211,230,264,12.218
28008,72622,20,300,160,216,10.49
28008,15655,15,211,230,264,12.07
28008,75367,11,293,293,192,10.383
28008,84132,20,300,160,216,8.811
28008,98940,78,244,164,274,5.811
28008,40304,12,385,110,35,10.473
28008,79218,10,266,199,220,7.927
28008,99937,3,290,160,215,8.628
28008,73067,20,300,160,216,10.439
28008,39568,40,300,160,216,10.453
28008,63098,12,260,295,170,10.473
28008,39563,10,149,239,137,3.25
28008,73852,11,293,293,192,10.383
28008,40441,20,300,160,216,8.757
28008,96753,8,300,160,216,8.784
28008,25366,4,300,160,216,9.135
28008,86799,6,266,266,266,10.369
28008,18967,33,160,160,111,1.781
28008,24883,20,300,160,216,10.3
28008,34894,12,378,191,115,7.506
28008,35794,1,378,198,89,6.394
28008,66597,20,300,160,216,10.146
28008,30470,6,300,160,210,9.081
28008,82378,1,130,194,290,6.053
28008,23079,20,300,160,216,8.876
28008,18963,2,300,160,216,8.741
28008,86035,10,387,227,151,10.382
28008,55831,20,300,160,212,10.144
28008,46392,1,331,252,281,12.611
28008,83254,10,331,252,281,12.643
28008,79723,1,378,198,89,6.435
28008,25209,5,244,164,274,5.811
28008,44647,4,300,160,216,8.741
28008,62189,1,378,198,89,6.42
28008,67896,10,335,250,264,14.821
28008,88941,20,300,160,216,10.601
28008,99221,18,225,225,180,5.19
28008,34977,1,225,225,180,5.19
28008,57007,10,244,164,274,6.06
28008,97859,6,300,160,216,10.025
28008,21944,22,293,293,192,10.383
28008,77414,18,225,225,180,5.19
28008,56431,12,378,191,115,7.186
28008,59632,27,266,130,143,2.424
28008,27762,8,291,196,139,6.312
28008,16118,40,300,160,216,8.939
28008,69750,12,130,194,290,6.144
28008,72787,3,378,198,89,6.412
28008,71507,2,211,230,264,12.126
28008,91314,10,335,250,264,14.865
28008,33944,20,300,160,210,9.289
28008,68912,26,290,240,152,10.011
28008,22798,20,130,194,290,6.108
96165,61866,40,300,158,220,8.838
96165,80886,20,300,160,216,8.509
96165,68305,8,405,271,164,13.646
96165,25790,47,266,130,143,2.624
96165,70696,10,387,227,151,10.382
96165,19741,4,244,164,274,5.811
96165,25366,20,300,160,216,9.135
96165,62174,20,300,160,216,8.664
96165,72622,40,300,160,216,10.49
96165,30470,60,300,160,210,9.081
96165,89810,12,378,191,115,7.106
96165,95850,6,295,260,170,10.471
96165,44647,20,300,160,216,8.741
96165,88772,1,225,225,180,5.19
96165,72787,4,378,198,89,6.412
96165,40304,12,385,110,35,10.473
96165,47843,16,291,196,139,6.162
96165,80416,40,300,160,216,10.042
96165,33944,20,300,160,210,9.289
96165,68231,13,385,160,215,10.727
96165,39568,40,300,160,216,10.453
96165,35003,54,266,130,143,2.576
96165,75023,21,244,164,274,5.811
96165,77414,18,225,225,180,5.19
96165,25016,12,364,195,216,12.935
96165,43061,18,390,256,210,5.5
96165,47077,36,225,225,180,5.19
54008,63098,1,260,295,170,10.473
10715,25347,4,335,250,264,14.812
10715,12595,4,331,252,281,12.591
40578,73852,2,293,293,192,10.383
40578,53803,18,225,225,180,5.186
40578,34299,6,130,194,290,6.026
40578,62189,24,378,198,89,6.42
40578,28862,1,300,160,216,8.953
40578,58540,3,211,230,264,12.234
40578,48534,10,225,225,180,5.19
40578,33944,6,300,160,210,9.289
40578,74258,1,244,164,274,6.06
40578,72622,4,300,160,216,10.49
40578,99221,10,225,225,180,5.19
40578,70696,4,387,227,151,10.382
40578,84979,1,266,266,266,10.369
40578,47049,11,293,293,192,10.383
40578,55032,1,397,397,207,7.067
40578,77414,18,225,225,180,5.19
40578,40441,1,300,160,216,8.757
40578,77109,3,266,130,143,2.42
40578,40304,2,385,110,35,10.473
40578,49668,3,270,270,300,10.584
40578,30470,4,300,160,210,9.081
40578,35802,4,266,130,143,2.338
40578,18967,15,160,160,111,1.781
40578,68475,5,196,196,103,2.464
40578,37716,1,263,221,253,9.415
40578,47077,18,225,225,180,5.19
40578,23395,1,225,225,180,5.69
40578,17449,1,293,293,192,10.383
40578,53900,6,130,194,290,6.278
40578,25209,2,244,164,274,5.811
40578,27470,2,196,196,103,2.364
40578,89429,2,211,230,264,12.25
40578,17542,18,225,225,180,5.186
40578,10772,9,225,225,180,5.19
40578,88772,8,225,225,180,5.19
40578,90431,2,244,164,274,5.811
40578,66597,8,300,160,216,10.146
40578,26650,2,225,225,180,5.19
40578,55831,1,300,160,212,10.144
40578,25895,4,300,160,216,10.142
40578,75024,2,244,164,274,5.811
40578,46064,20,156,156,175,3.274
40578,69750,5,130,194,290,6.144
40578,16118,2,300,160,216,8.939
74326,47077,10,225,225,180,5.19
74326,75315,11,293,293,192,10.383
74326,66597,3,300,160,216,10.146
74326,44664,1,225,225,180,5.19
74326,72217,11,293,293,192,10.383
74326,86799,1,266,266,266,10.369
74326,46064,10,156,156,175,3.274
74326,57007,2,244,164,274,6.06
74326,74258,1,244,164,274,6.06
74326,27535,3,300,160,216,8.764
74326,17542,8,225,225,180,5.186
74326,10772,18,225,225,180,5.19
74326,58540,5,211,230,264,12.234
74326,43061,27,390,256,210,5.5
74326,34299,2,130,194,290,6.026
74326,47049,11,293,293,192,10.383
74326,68305,4,405,271,164,13.646
74326,77109,15,266,130,143,2.42
74326,27470,2,196,196,103,2.364
74326,87191,4,193,378,318,9.5
74326,80416,1,300,160,216,10.042
74326,82378,1,130,194,290,6.053
74326,99221,4,225,225,180,5.19
74326,69750,20,130,194,290,6.144
74326,70696,2,387,227,151,10.382
74326,75367,6,293,293,192,10.383
74326,68231,2,385,160,215,10.727
74326,40304,5,385,110,35,10.473
74326,23395,4,225,225,180,5.69
74326,19741,1,244,164,274,5.811
74326,70227,8,211,230,264,12.218
74326,28862,4,300,160,216,8.953
74326,88772,6,225,225,180,5.19
74326,26650,10,225,225,180,5.19
48133,29322,15,331,252,281,12.589
48133,74349,3,331,252,281,12.601
48133,56746,3,331,252,281,12.589
48133,20647,3,331,252,281,12.637
48133,12818,1,300,160,210,9.065
19343,47077,18,225,225,180,5.19
19343,85467,6,160,160,111,1.781
19343,49668,1,270,270,300,10.584
19343,70227,5,211,230,264,12.218
19343,17542,18,225,225,180,5.186
19343,43061,9,390,256,210,5.5
19343,34299,6,130,194,290,6.026
19343,19741,2,244,164,274,5.811
19343,25895,5,300,160,216,10.142
19343,26650,18,225,225,180,5.19
19343,68475,2,196,196,103,2.464
19343,82378,15,130,194,290,6.053
19343,28862,20,300,160,216,8.953
19343,30267,12,300,205,125,3.545
19343,53900,12,130,194,290,6.278
19343,46064,5,156,156,175,3.274
19343,70696,2,387,227,151,10.382
19343,89429,2,211,230,264,12.25
19343,77109,27,266,130,143,2.42
19343,75315,11,293,293,192,10.383
19343,40304,2,385,110,35,10.473
19343,96753,5,300,160,216,8.784
19343,44664,10,225,225,180,5.19
19343,37716,1,263,221,253,9.415
19343,58540,2,211,230,264,12.234
19343,47843,3,291,196,139,6.162
19343,55032,12,397,397,207,7.067
19343,16118,1,300,160,216,8.939
19343,57007,10,244,164,274,6.06
19343,40441,20,300,160,216,8.757
19343,77414,18,225,225,180,5.19
19343,99221,10,225,225,180,5.19
19343,40943,36,224,224,192,5.199
19343,53803,15,225,225,180,5.186
19343,48534,18,225,225,180,5.19
19343,66597,5,300,160,216,10.146
19343,23406,3,378,191,115,7.266
19343,18967,10,160,160,111,1.781
19343,15655,2,211,230,264,12.07
19343,68305,5,405,271,164,13.646
19343,69750,10,130,194,290,6.144
19343,97248,9,225,225,180,5.19
19343,57942,20,225,225,199,5.219
19343,35794,12,378,198,89,6.394
19343,23395,6,225,225,180,5.69
19343,88772,9,225,225,180,5.19
19343,17449,1,293,293,192,10.383
19343,89391,1,300,160,210,8.477
43383,47837,25,149,239,137,3.25
43383,40943,36,224,224,192,5.199
43383,53900,36,130,194,290,6.278
43383,22798,24,130,194,290,6.108
43383,92248,22,293,293,192,10.383
43383,68231,13,385,160,215,10.727
43383,94364,12,295,260,170,10.471
43383,58648,20,300,160,216,10.229
43383,87191,12,193,378,318,9.5
43383,99221,18,225,225,180,5.19
43383,59632,27,266,130,143,2.424
43383,73067,20,300,160,216,10.439
43383,62174,20,300,160,216,8.664
43383,56431,5,378,191,115,7.186
43383,53803,2,225,225,180,5.186
43383,10772,8,225,225,180,5.19
43383,80886,20,300,160,216,8.509
43383,25016,5,364,195,216,12.935
43383,30471,27,266,130,143,2.338
43383,79723,2,378,198,89,6.435
43383,36798,12,225,225,180,5.19
43383,46064,1,156,156,175,3.274
43383,34299,3,130,194,290,6.026
43383,59155,11,160,160,111,1.781
43383,70696,9,387,227,151,10.382
43383,89810,12,378,191,115,7.106
43383,98940,2,244,164,274,5.811
43383,38243,20,300,160,216,9.861
43383,37019,7,331,252,281,12.601
43383,40304,1,385,110,35,10.473
43383,63098,12,260,295,170,10.473
43383,27535,20,300,160,216,8.764
43383,95850,6,295,260,170,10.471
43383,74258,21,244,164,274,6.06
43383,55762,16,291,196,139,6.312
43383,85667,30,300,160,216,10.238
43383,99769,20,300,160,216,8.569
43383,13727,1,600,800,939,238.467
43383,33889,12,378,191,115,7.266
24245,85467,12,160,160,111,1.781
24245,19741,1,244,164,274,5.811
24245,35003,27,266,130,143,2.576
24245,34894,12,378,191,115,7.506
24245,25895,1,300,160,216,10.142
24245,58540,2,211,230,264,12.234
24245,72217,5,293,293,192,10.383
24245,47077,6,225,225,180,5.19
24245,18967,38,160,160,111,1.781
24245,59155,6,160,160,111,1.781
24245,38243,6,300,160,216,9.861
24245,71507,1,211,230,264,12.126
24245,33944,5,300,160,210,9.289
24245,80416,3,300,160,216,10.042
24245,10772,18,225,225,180,5.19
24245,70696,10,387,227,151,10.382
24245,75315,4,293,293,192,10.383
24245,22798,12,130,194,290,6.108
24245,52454,18,225,225,180,5.19
24245,56431,4,378,191,115,7.186
24245,96028,24,311,230,265,12.413
24245,53900,36,130,194,290,6.278
78740,25209,42,244,164,274,5.811
78740,57942,15,225,225,199,5.219
78740,70696,6,387,227,151,10.382
78740,55032,5,397,397,207,7.067
78740,52454,3,225,225,180,5.19
78740,74513,1,149,239,137,3.25
78740,69750,4,130,194,290,6.144
78740,75023,42,244,164,274,5.811
78740,23406,2,378,191,115,7.266
78740,56796,2,244,164,274,5.811
78740,88772,4,225,225,180,5.19
78740,41578,12,230,194,314,9.526
78740,75024,2,244,164,274,5.811
78740,19741,42,244,164,274,5.811
78740,87555,10,244,164,274,5.811
78740,68305,3,405,271,164,13.646
78740,70227,5,211,230,264,12.218
78740,13468,4,244,164,274,6.111
78740,98940,4,244,164,274,5.811
78740,28862,3,300,160,216,8.953
78740,71507,5,211,230,264,12.126
78740,89429,2,211,230,264,12.25
25922,68231,2,385,160,215,10.727
25922,19741,2,244,164,274,5.811
25922,75023,10,244,164,274,5.811
25922,74513,4,149,239,137,3.25
25922,43061,9,390,256,210,5.5
25922,57942,20,225,225,199,5.219
25922,47077,4,225,225,180,5.19
25922,25209,21,244,164,274,5.811
25922,61439,48,266,266,266,10.369
25922,86799,6,266,266,266,10.369
25922,70227,8,211,230,264,12.218
25922,70696,6,387,227,151,10.382
25922,19833,18,225,225,179,5.0
25922,75024,3,244,164,274,5.811
25922,88772,6,225,225,180,5.19
25922,48534,18,225,225,180,5.19
25922,72628,6,130,194,290,6.113
25922,27470,2,196,196,103,2.364
25922,98940,2,244,164,274,5.811
25922,71507,8,211,230,264,12.126
25922,54381,12,244,164,274,6.111
25922,90431,9,244,164,274,5.811
25922,64393,2,263,221,253,8.815
25922,23395,6,225,225,180,5.69
99906,11586,4,300,160,210,9.113
99906,71507,5,211,230,264,12.126
99906,84132,1,300,160,216,8.811
99906,91314,4,335,250,264,14.865
99906,25347,2,335,250,264,14.812
99906,30294,1,378,198,89,6.433
99906,35794,1,378,198,89,6.394
99906,57812,1,331,252,281,12.598
99906,56431,1,378,191,115,7.186
99906,33960,5,331,252,281,12.601
99906,30470,2,300,160,210,9.081
99906,61772,1,335,250,264,14.708
99906,12595,1,331,252,281,12.591
99906,83254,5,331,252,281,12.643
99906,49231,1,331,252,281,12.637
99906,33944,1,300,160,210,9.289
99906,62189,4,378,198,89,6.42
99906,46392,1,331,252,281,12.611
99906,68912,1,290,240,152,10.011
99906,87811,2,335,250,264,14.881
99906,75367,6,293,293,192,10.383
99906,79218,5,266,199,220,7.927
99906,30665,1,378,198,89,6.423
99906,80441,1,311,230,265,12.413
99906,49050,1,300,160,210,9.059
99906,25016,2,364,195,216,12.935
99906,79723,1,378,198,89,6.435
99906,43746,2,300,160,216,8.757
99906,20366,1,378,198,89,6.418
99906,30267,12,300,205,125,3.545
99906,89391,1,300,160,210,8.477
44117,15655,2,211,230,264,12.07
44117,47049,11,293,293,192,10.383
44117,26650,2,225,225,180,5.19
44117,74513,2,149,239,137,3.25
44117,64393,10,263,221,253,8.815
44117,66597,8,300,160,216,10.146
44117,87191,2,193,378,318,9.5
44117,61439,1,266,266,266,10.369
44117,35802,2,266,130,143,2.338
44117,57007,6,244,164,274,6.06
44117,40304,3,385,110,35,10.473
44117,34299,4,130,194,290,6.026
44117,68305,2,405,271,164,13.646
44117,84979,12,266,266,266,10.369
44117,69750,10,130,194,290,6.144
44117,68231,2,385,160,215,10.727
